sample_412|Đặc biệt là trong quá trình mình tự pha cho mình một cốc London Fog
sample_1619|Các bạn không cần phải chờ đợi đến lúc mà chúng ta đẹp hơn
sample_2201|thoảng mình cũng tìm những bức hình chất lượng cao; ở trên đó. thực tế thì việc thiết kế hình ảnh;;
sample_516|Đừng quên chia sẻ những cảm nghĩ của bạn ở dưới phần comment nhé.
sample_4775|để ứng dụng trong cuộc sống hàng ngày
sample_3346|Mình không quan tâm liệu rằng cái hạt giống đấy sau này mình có được ăn quả hay không
sample_6730|đơn giản là mình đựng
sample_1649|cuối cùng chỉ còn 15 - 20 phút thôi. Và có lẽ
sample_2558|biết ơn những gì mà thiên nhiên trao tặng cho chúng ta bây giờ và cầu nguyện một cách chân thành,
sample_2696|yêu thương bản thân mình và chăm sóc bản thân mình thật tốt là các biệt ta có thể đẹp hơn mỗi ngày
sample_2478|Nhiều bạn trẻ cứ suy nghĩ là ok
sample_2397|thì ở trong cuốn sổ này có nhiều thứ đã được thiết kế sẵn,
sample_3409|chắc chắn là chúng ta theo thời gian chúng ta vẫn nên chăm sóc nó; nhưng mà có một thứ quan trọng hơn tất thảy;;
sample_1596|một số bạn cũng muốn theo đuổi những điều mình thích nhưng mà
sample_2510|nhưng mà xuống thì cũng rất là nhanh.
sample_3337|phải nhiều người biết. Nhưng mà các bạn biết sao không?
sample_6944|làm sao để tôi có nhà có xe
sample_5195|và mẹ sẽ nói một câu nhẹ nhàng thôi
sample_2220|lên hình hơi ngại thì chúng ta hoàn toàn có thể; chia sẻ những điều mà chúng ta cảm thấy có ý nghĩa;;
sample_2618|nếu như mà chúng ta vệ sinh răng miệng không có sạch mà kéo dài thì răng chúng ta theo thời gian nó cũng sẽ ố vàng
sample_3070|trong việc cân bằng lại cuộc sống này
sample_7048|Hoặc đồ uống, đồ ăn, chúng ta đã chuẩn bị trước rồi
sample_4074|"Hoặc là các bạn có thể tự thiết lập một cái ""Morning Routine"", ""Night Routine"","
sample_747|đơn thuần vì những con số?
sample_7222|Đây là những cái loại axit mà nó có thành phần chức năng cải thiện làn da dễ bị mụn này, giúp loại bỏ
sample_219|Mất niềm tin vào tình yêu lắm Thì lúc đấy
sample_4561|và mình chấp nhận điều đấy
sample_1210|Mình nghĩ là các bạn chỉ cần thay đổi cái điều nho nhỏ như thế này thôi, nó đã
sample_2312|Và thường có thể là nó được xuất phát từ những người xung quanh bạn.
sample_4135|make up cũng là 1 cách để bạn cảm tháy vui vẻ thoải mái hơn
sample_3864|và đó chính là Bullet Journal!
sample_4747|như em Treatment &amp; Brightening này thì trong em này có
sample_6553|công việc chúng nó không yêu thích thì rất khó để; chúng ta có thể kiếm nhiều tiền các bạn phải yêu;;
sample_5854|hiện tại sun đang có hơn 360k lượt sub ở trên ytb, 100k fl ở ins 200k fl ở fanpage
sample_2318|"""Không phải ai sinh ra cũng đã ở vạch đích!"""
sample_2262|đã ok chưa nghe như thế này thì không biết là Âm; Thanh nó có bị to quá không nhạc nền có bị to;;
sample_5377|không thể nào chúng ta mãi mãi ở trên cao với tinh thần tuyệt vời  hứng khởi được.
sample_6074|có kinh nghiệm rồi. Khi mà mình buồn chán ý đôi khi mà mình nghỉ ngơi
sample_5548|Tiếp theo 1 điều các bạn đang vô cùng lãng phí thời gian đấy chính là
sample_6595|chỉ vào những dịp nào thật sự đặc biệt thôi.
sample_1417|tại vì bản thân người khác sẽ yêu bạn khi mà bạn yêu chính mình
sample_4664|tìm được một vài về sự đồng cảm hay là tìm được một vài sự chia sẻ ^^
sample_515|Hi vọng là mọi người thích video này.
sample_2569|không có ai nhắn tin vào mỗi sáng nên là chúng ta bị cô đơn, bị bỏ rơi chẳng hạn.
sample_4885|anh Nhanh thật Lê thì làm về hướng nghiệp đó các bạn hỏi xanh rất là nhiều về hướng nghiệp thì ra
sample_3413|bản thân Sun từ lúc nhỏ cho đến bây giờ; đã nhận được rất là nhiều những cái suy nghĩ phân;biệt về giới tính
sample_3451|những thứ mà mẹ mình muốn mà mình không cần phải; xin phép ai cả. nếu như có ai đến nói với bạn rằng;;
sample_332|Tất cả những tình cảm của các bạn dành cho mình là những điều tuyệt vời nhất mà mình có thể nhận được
sample_1347|đưa cho đối phương một cái cảm giác nó hơi khó hiểu.
sample_495|Chúng ta hiểu một người như thế nào sẽ phù hợp để bước vào cuộc sống của mình.
sample_6463|Thật ra thì tại vì chúng ta bị ảnh hưởng từ; bên ngoài khá là nhiều với các bạn. báo chí rồi;;
sample_3816|đều cần phải tra phí, nhưng mà youtube là miền phí
sample_5531|Thực sự sống cho bạn và sống hạnh phúc.
sample_3683|nhưng mà nếu như chúng ta hiểu được sớm hơn rằng ông trời đang đưa tín hiệu cho chúng ta
sample_7318|có thể ready, để có thể sẵn sàng hơn. Cái cơ chế sinh học của con người, Nó cũng có một chút gần gũi
sample_3109|Là những khi mà chúng ta ràng buộc nhau bởi những cái tình cảm,
sample_346|Để có thể thực hành thật sự là với mình, cái việc mà dậy sớm
sample_6344|Vào trường hợp nếu như bạn cảm giác là mình hiểu bị nhờ vả những thứ mà nó không liên quan, nó không đâu và
sample_5466|có thể đúng với mình, nhưng không phải đúng với tất cả mọi người
sample_1907|Là có một cái sự nghiệp vững chắc hơn đúng hông
sample_6414|phê ví dụ như là ở mua những đồ ăn vặt các thứ; thì mình sẽ xem thử số tiền đấy chiếm bao nhiêu;;
sample_5745|có thể là bắt đầu với những bài viết một trăm ,năm chục, một trăm năm mươi nghìn
sample_3655|Tại vì cái cảm giác mà vô dụng ấy các bạn, khi mình không làm việc hay là mình mình mình lãng phí thời gian thì mình cảm thấy mình hơi vô dụng
sample_3394|Nếu như mình không phải thì cũng không sao.
sample_6333|thấy là có rất nhiều
sample_5613|thì mình sẽ luôn để điện thoại ở chế độ không làm phiền
sample_2918|và nếu như các bạn không hiểu rõ nó thì chắc chắn các bạn không thể nào áp dụng trong cuộc sống thực tế được
sample_2614|về những gì chúng ta cảm nhận về chính bản thân mình
sample_278|Về những cái tổn thương trong cuộc sống nữa
sample_4658|và khiến người khác tôn trọng mình nhiều hơn
sample_1718|Đấy cũng là lí do vì sao mà đôi khi mình không lên sóng video thường xuyên
sample_6919|tiền nữa thì hết khoảng 3,4tr gì đấy ( k có tiêu gì thêm)
sample_5892|tán tỉnh qua loa cho vui. Chúng ta muốn tìm một người bạn trai thực sự
sample_4637|Và sau khi dùng đã hoàn thành nó và đã gặt hái được những thành công của riêng mình
sample_5499|Và điều đó là vô cùng lãng phí
sample_2764|nghiện smartphone như nghiện crush
sample_1952|sáng nay thì mình sẽ ngồi thiền khoảng 15 phút và mình sử dụng app Pturn Village
sample_2371|để có thể vẽ những layout trong Bullet Journal chẳng hạn,
sample_2895|sau khi đã tải app trở lại
sample_1231|"Để dễ dàng chào hỏi thì cũng nên giới thiệu ""À đây là bạn gái của tôi"", ""Đây là người yêu của tôi"""
sample_5338|đến việc mà tồn đọng vi khuẩn, các bạn có thể thấy đây
sample_753|những chuyến đi. Với mình ở đây những chuyến đi. Những chuyến đi ở đây nó chính xác là đến những nơi mà mình
sample_3761|mình không chờ đợi mọi thứ phải hoàn hảo thì mới bắt đầu mà mình sẽ bắt tay vào làm những thứ mình mong muốn
sample_6791|Tờ báo giấy sẽ đưa lại những cái thông tin nó vững chắc hơn
sample_4446|Vậy nên đừng ngồi đấy và u sầu nữa
sample_6175|thực ra là với mỗi cái lời nói của bạn Nó đưa đến cái kì vọng cho người khác
sample_2975|và tối giản sẽ giúp bạn đạt mục tiêu đấy như thế nào
sample_3460|bản than mình tự tạo cho mình những lựa; chọn những hướng đi của mình và mình luôn luôn đi;theo hướng mà Bác Hồ nói
sample_1719|Tại vì là mình cũng có những sự ưu tiên khác
sample_6762|Thay vì lựa chọn những sản phẩm công nghệ rẻ tiền
sample_2848|sau đấy chúng ta sẽ tuân thủ theo thời gian đã thiết lập
sample_613|và nó chứa đựng những cảm xúc của mình trong đấy
sample_5378|Thỉnh thoảng chúng ta gặp chuyện này chuyện kia,không buồn thì mới lạ
sample_1316|"tức giận khi mà cái thằng người yêu cũ nó vừa ""đá"" mình đúng không?"
sample_3610|có lúc cực kỳ vui nhưng cũng có lúc cực kỳ buồn
sample_1760|nhưng mà mình không có nhiều thời gian như vậy
sample_2665|thì Sun muốn nói rằng Đấy không phải là lỗi của bạn Nó không phải lỗi của bạn bạn đừng trách móc bản thân mình quá nhiều
sample_5826|và ytb thì được trả tiền nhưng mà tik tok thì các bạn sẽ không được trả tiền khi mà các bạn làm nội dung nhưng mà các bạn có thể nhận quảng cáo
sample_4773|Đây là một cuốn sách được gọi là một cái
sample_2946|về lối sống tối giản qua những cuốn sách mà mình đọc
sample_1650|là chúng ta không nên lãng phí thời gian để mà ngồi buồn phiền
sample_4167|khi mệt mỏi thì chỉ cần vuốt ve, chơi đùa, dắt đi dạo thì bạn sẽ cảm thấy vui vẻ hơn rất nhiều
sample_7177|con trai thường k chau chuốt lắm đâu, rất ít người biết ăn mặc đẹp
sample_6591|Mình sẽ không cần phải đau đầu mỗi ngày đi ra đường mình sẽ đeo trang sức gì.
sample_1955|mình sẽ quay video
sample_5347|thì đến lõi số 3
sample_1789|nhưng mà sau đấy mình nhận ra là
sample_3564|về bề ngoài về ngoại hình; và nó gây cản trở cho bạn rằng là người ta bảo con;;gái thì phải đẹp
sample_6142|lâu lắm rồi mới gặp lại thì cũng
sample_5560|Nếu như chúng ta không cảm thấy vui, không cảm thấy bản thân được yêu thương
sample_4803|"""mất một phút để tiết kiệm 5 phút "" này"
sample_3005|thì điều tiếp theo là một điều vô cùng quan trọng
sample_3489|"""ai là người kiếm tiền nuôi nhà này; quyền đâu mà cô được lên tiếng trong ngôi nhà này?"""
sample_1651|để ngồi so sánh bản thân mình với người khác, để ngồi sợ hãi
sample_3434|bằng việc học tập; học tập để có kiến thức, học tập để biết thấu hiểu ;;
sample_3541|thương những cuộc đời như vậy ,thương; những con người như vậy nhưng mà mọi thứ thì;không bao giờ là quá muộn cả
sample_900|SỚM HƠN. Các bạn không biết là cuộc đời chúng ta thay đổi
sample_592|vì deadlines đang rất là nhiều. Đấy là cái dịp mà chạy rất nhiều campaign chẳng hạn. Hoặc là hôm đấy mình ăn một
sample_2663|Sun biết rằng là có thể vì nhiều lý do các bạn không cảm thấy tự tin với làn da có thể là da bạn bị mụn, sạm màu
sample_1788|cái gì thuận tiện thì làm trước, cái gì không thuận tiện thì làm sau
sample_3185|Mâu thuẫn với chính bản thân mình
sample_3702|tại vì là họ có những cuốn viết về nỗi đau ,  viết về nỗi buồn này và các bạn cũng biết là trong Phật Pháp thì nó có luật nhân quả
sample_2608|mình sinh ra làm cô gái cực kỳ xấu xí tất cả những cô gái chăm chút cho vẻ ngoài thì sẽ không chăm chỉ học tập
sample_5546|Các bạn sẽ cảm nhận được là những người mà họ dám chia sẻ thật cảm xúc của họ, thì họ vô cùng mạnh mẽ
sample_3820|nơi mà mình có thể xem những kiến trúc, những nội thất ở trong những căn phòng nhỏ
sample_1531|Yeah, điều này lại là một điều vô cùng quan trọng luôn
sample_2347|Wow...
sample_1031|Các bạn có những cái trăn trở gì trong cái lứa tuổi của các bạn
sample_858|biết nhau từ hồi cấp 2 sau đấy thân nhau cấp 3 và đến ĐH
sample_488|hay là cái giá trị đích thực của bản thân, cái điều mà chúng ta mong muốn.
sample_697|Và chính những người mà lúc nào cũng được yêu ấy thì người ta sẽ luôn luôn thấy vui
sample_5062|Có vẻ như việc viết ra những cảm xúc có thể giúp chúng ta đối diện với
sample_4870|hơn
sample_6103|trong ngày hôm nay như thế nào
sample_452|Tại vì mình không có cái khả năng ghi nhớ.
sample_4265|Nhưng mà đâu đó cũng có những bạn quyết định sẽ đi du học
sample_2919|Thực ra thì trước cả khi biết đến định nghĩa của lối sống tối giản
sample_4449|hiện tại mình có trở nên tốt hơn
sample_4854|về thông điệp mà cà phê đưa đến cho mọi người được ạ là sẽ làm một cái góc nhìn sâu hơn khác hơn thì
sample_1006|nó sẽ chở mình đi nhưng gần như là mình sẽ đi bộ và chính vì vậy nên là
sample_1902|Mình nghĩ là cái việc mà cứ chờ đợi cảm hứng là một cái điều nó cực kỳ lãng phí thời gian
sample_3085|Câu trả lời là nếu như bạn muốn nó đơn giản thì nó sẽ đơn giản
sample_2088|Cảm ơn mọi người rất là nhiều vì đã xem hết video ngày hôm nay
sample_5408|trong cuộc sống hằng ngày
sample_2483|chưa bao giờ phải lo lắng ngồi chờ lương về.
sample_5271|ngụm nước to, một cốc nước to đâu
sample_6691|áp dụng cho mình cái việc mặc những sản phẩm tối giản.
sample_214|Khiến chúng ta mất niềm tin vào tình yêu Nhưng mà bản thân mình luôn có niềm tin vào tình yêu
sample_532|chia sẻ bạn những cái điều, những nguồn năng lượng
sample_487|Cứ mỗi lần như vậy, nếu như ta không thể hiểu được cái mấu chốt,
sample_7245|mình tràn đầy năng lượng
sample_3881|những cái lợi ích, những cái hiệu quả của nó đem lại.
sample_2|chào các bạn mình là Sun. Còn đây là Mr. Brown. Chào mừng các bạn đã quay trở lại với channel;;
sample_3823|mình cảm thấy là
sample_3862|và đem đến rất nhiều cảm hứng cho người trẻ trong cái việc
sample_4197|Bằng những bước rất là cụ thể
sample_177|Với Sun thì cuốn này cũng có một chút sự dễ thương gắn liền một cái nỗi buồn của Sun
sample_204|À nếu như mọi người không biết Tiếng Anh thì tí nữa Sun sẽ chia sẻ 1 vài cuốn sách Tiếng Việt ha
sample_374|Và nhờ có sản phẩm này thì mình trở nên an tâm hơn rất là nhiều
sample_4906|tuyển tập lời khuyên từ các tác giả trứ danh lý tưởng đỡ đặt hàng giờ trước trang giấy hai màn hình máy tính
sample_3265|"""Người yêu quý tôi tận xương tuỷ,"
sample_6538|đấy nó đưa đến giá trị cho người khác, cho xã hội. Nếu như; một công việc có 3 điều đấy thì nó sẽ giúp các bạn;;
sample_135|đây cũng là một sự ảnh hưởng khá là nhiều đến mùi; nha các bạn. Nói chung là trước khi 30 tuổi thì chúng;;
sample_691|cũng nên có một cái tôi nhất định. Có sự tự trọng nhất định để có thể loại bỏ những người không phù hợp
sample_5997|yeh mình cũng không muốn xuất hiện quá là.. tệ
sample_4296|"Có một câu đấy là ""Bạn là trung bình cộng của 5 người mà bạn thường xuyên gặp gỡ"""
sample_1200|Thì các bạn có thể cầm điện thoại ra và
sample_5374|dành quá nhiều thì giờ để buồn phiền.
sample_1791|thì rất là dễ bị làm lố các bạn
sample_5992|chỉ đơn giản là mình đang quay để ghi lại những cái cảm xúc của mình
sample_4257|thì chắc chắn đấy là một cơ hội tuyệt vời để chúng ta có thể thay đổi bản thân mình
sample_633|Chúng ta không chờ đợi người khác mua vui cho bản thân mình mà, chúng ta hoàn toàn của cách để có thể
sample_1287|Các bạn có một sự chia sẻ nó thực tế thay vì là nó
sample_2416|Và đương nhiên là ngoài việc liệt kê những cái list mà các bạn thích
sample_6155|Để làm thế nào chúng ta biết cách tôn trọng bản thân mình trước
sample_241|Nghĩa là hàn gắn ''Kintsugi'' là nghệ thuật cổ của Nhật Bản giúp hồi sinh những đồ gốm bị vỡ
sample_4580|thiết để có thể chia sẻ người khác. Có thể sau này khi mà chúng ta đã trải qua khá là nhiều thời gian rồi
sample_5295|Chúng ta không thể nào ép bản thân mình ăn 100% chay nếu như mà cơ thể bạn chưa thích nghi với điều đấy
sample_876|Không có cái gì nó dễ dàng cả, các bạn ^^
sample_6237|để yêu một ai đấy nhưng mà các bạn hãy đảm bảo rằng
sample_6392|quay trở lại với những cái video về uống trà tâm tình
sample_4691|Mục tiêu của nó để đạt được điều gì sau 30 ngày thanh lọc tài chính
sample_4060|"để biết được là ngày hôm đấy: ""Tôi đã thực hiện được cái nhiệm vụ đấy rồi!"""
sample_2052|đây là cuốn sách mang tên là sống chậm , sun nghĩ là mình sẽ tặng bé cuốn này
sample_6343|giữ được cái chất lượng của nó, đấy là một cái lần từ chối lịch sự và tinh tế đúng không nào
sample_499|thì chúng ta biết được cái gì nó thực sự cần thiết và cái gì không.
sample_5638|Tại vì mẹ rất hay gọi
sample_4640|những cái điều mà chúng đã trải qua, những cái thành công của chúng ta đã có, hay là những cái thất bại
sample_7103|cái việc ta tiến chậm từ từ nó lại hay
sample_4952|thật ra thì làm việc trong những cái môi trường này thì phải công nhận là nó năng động thật và nó cần một cái
sample_2428|Và mỗi layout tuần như vậy thì sẽ được cách biệt bằng một trang trắng,
sample_3827|có thể Nhiều khi bạn tự ti vì mình không có tiền
sample_6026|đấy chính là hyori's bed and breakfast
sample_4521|những cái mối quan hệ khác nhau đúng không!?
sample_3880|để chia sẻ cho mọi người,
sample_5847|bằng việc ngày càng đầu tư vào nội dung của mình hơn
sample_3338|Mình biết là có nhiều người ngoài kia đang thực sự là
sample_7204|lắc lư 1 chút. Và một điều cũng rất là quan trọng nữa đấy chính là hãy tận dụng ánh sáng mặt trời
sample_5519|dành thời gian cho bản thân mình nhiều hơn
sample_4761|sáng hơn và trong em này thì cũng có cả tinh chất Tràm trà có hi luôn ít axit giúp cung cấp và giữ ẩm
sample_6331|của bạn thực ra là cái việc chúng ta làm thêm việc cũng không sao hết Nếu như mà nó có một cái sự thỏa
sample_7051|giờ mà bỏ nhau thì không có ai bên cạnh
sample_3048|Đôi khi những thứ mới mẻ đấy nó có thể giúp cuộc sống của bạn trở nên thuận tiện hơn
sample_867|sẽ chỉ được chọn những mối quan hệ thực sự có ích cho cuộc sống của bạn  thôi
sample_6726|Và mình hoàn toàn không coi ví là một cái đồ gọi là
sample_4688|Trước hết thì cũng không có cái mục tiêu gì quá cao xa
sample_6470|không ai mong muốn để chính là hàng fake hàng; nhái siêu cấp rất nhiều luôn Thậm chí là;;
sample_7118|còn gái đnưgf cố thay đổi người khác và đừng có tự tin quá rằng sẽ thay đổi được người khác
sample_3639|nỗi buồn và niềm vui nó luôn luôn tồn tại không bao giờ có chuyện một ai đấy luôn luôn vui , xa sỉ đấy là một điều xa xỉ các bạn
sample_3450|mình;có thể mua những thứ mà mình muốn không cần phải; xin phép một ai hết. mình có thể mua như món quà hay là;;
sample_5255|Thói quen uống nước vào buổi sáng giúp chúng ta có thể loại bỏ độc tố ra khỏi máu
sample_5113|nghĩ đến những cái chuyện lo âu này, không nghĩ đến những cái chuyện đã qua
sample_1773|bây giờ chúng ta hãy thiết lập một cái ưu tiên
sample_2658|Sun nghĩ rằng là người cái này thì xanh sẽ bù cả cổ các bạn sẽ cho em nó chéo như thế này nhá
sample_341|Dạo gần đây thì luôn có một vài thay đổi trong cái morning routine.
sample_2337|mình nhìn vào gương và tự nói với bản thân mình là:
sample_6248|cho mình hết lòng như vậy thì rất là khó .Vậy nên nếu như bạn đã gặp được rồi
sample_4207|chẳng hạn
sample_14|không phải là người hay đi theo xu hướng mà mình; hay tập trung vào những thứ mà đó có thể mặc lâu;dài
sample_1028|và bản thân mình đã làm những điều ấy
sample_4596|đôi khi chúng ta phải tự mình giải quyết vấn đề đấy, tự mình giải quyết vấn đề ở trong gia đình mình
sample_4364|Ngày trước khi mới bắt đầu thì nó kiểu lộn xộn
sample_5093|mà Pis Bedding đã dành cho những bạn subscribers của mình
sample_2571|Và mình nghĩ là việc mà thực hành thói quen biết ơn mà nó
sample_5922|Và chắc chắn là một cô gái hiện đại, một cô gái tự tin thì cũng luôn luôn biết cách chăm sóc cho bản thân mình.
sample_1997|SUN  nghĩ rằng là các bạn nên bắt đầu chia sẻ Các bạn hãy bắt đầu làm cái gì để mới trong cuộc sống của các bạn
sample_1931|Và rất là hy vọng những cái chia sẻ vừa rồi của mình nó có hữu ích cho các bạn
sample_4671|Tại vì đọc sách vừa giúp mình thư giãn vừa giúp mình nạp thêm kiến thức
sample_1837|trong khi là ngay từ đầu mình đăng ký là do mình thích nó mà
sample_5026|Thật ra thì cuộc sống sẽ luôn như vậy
sample_4286|đẹp hơn, đúng hôngg?
sample_3439|sống;chung một gia đình và chúng ta phải phụ thuộc kinh; tế vào 1 người khác, liệu rằng mối quan hệ đấy nó có thực sự là;hạnh phúc hay không?
sample_2080|thì Sun hay tìm đọc ở trên Quora là một cái áp mà Sun nghĩ là nó khá là hay tại vì là có nhiều những chủ đề mà người đưa lên đấy
sample_3630|nhưng mà mình không có buồn và cũng không khiến cái tin tức đấy nó làm hỏng mất bữa tiệc sinh nhật của mình mình vẫn đón sinh ra một cách rất bình thường luôn
sample_1688|Không biết liệu rằng mọi người có cùng cái suy nghĩ với mình không?
sample_2627|có thể là các bạn ngại cái việc đeo niềng các bạn Cảm giác là nhìn nó không được đẹp
sample_6991|ví dụ ở thời điểm hiện tại bạn nhận mức lương là 10tr
sample_6766|"Có thể một số các bạn lại nói là ""Ừ có tiền thì làm gì cũng được""."
sample_2272|ptf để đăng mà Sun sẽ sử dụng anchor.fm .thât ra nó rất dễ luôn các bạn khi vào chúng ta vào;;
sample_7058|cho dù đọc hết thì chúng ta cũng k có thêm đc giá trị nào cả
sample_2069|phần lớn thời gian của mình thì là làm việc với cả mình nghiên cứu
sample_5520|Và không nhất thiết phải thể hiện ra bên ngoài
sample_6292|bản thân bạn phải tin vào bạn trước
sample_1737|Tại vì mình cũng chỉ là một con người, không phải là một cái máy.
sample_4427|nhưng mà các bạn chỉ cần áp dung nó một lần trong tuần cũng là một điều rất là tốt
sample_4423|Yoga rất tốt cho tâm lý con người, và cũng rất là đẹp dáng nữa
sample_2313|Có thể là họ chê bai bạn.
sample_258|Và nuôi dưỡng tất cả những hi vọng, ước mơ của chúng ta
sample_3999|Tại vì là theo từng tuần nên chúng ta sẽ có rất là nhiều nhiệm vụ đúng không?
sample_1842|và chúng ta không có quen vào một quy củ nhất định ấy
sample_4649|không cần phải nói là
sample_4417|Tuy nhiên trong quá trình chúng ta làm mới bản thân
sample_905|một người nào đấy. Thậm chí nó còn súc tích hơn
sample_5428|vì nó sẽ khiến các bạn mạnh mẽ hơn rất nhiều
sample_5364|trong khoảng thời gian mùa hè này nhá. Cảm ơn mọi người đã dành thời gian xem Video ngày hôm nay của Sun, đừng quên like, share
sample_3179|Có phù hợp với cái lý tưởng sống của mình không
sample_7231|nếu như mà chúng ta bỏ bữa sáng trong một thời gian dài chúng ta sẽ quen với điều đấy và chúng ta nghĩ là
sample_943|đã quá quen với portfolio rồi. Sau này, khi mà chúng ta đi làm, đúng hông!
sample_3583|thì chúng ta đều có quyền được sống theo cách mà; chúng ta muốn, tự mình lựa chọn khoảng thời gian;;
sample_4901|tiếp theo là một cuốn sách dành cho những bạn thích viết lách
sample_854|mà mình chắc chắn là phải gợi ý ngay cho các bạn
sample_2170|đọc sách tiếng Anh mình đọc tin tức tiêngs anh này mình nghe nhạc tiếng Anh này xem youtube;
sample_5647|1 điều mà khiến chúng ta vô cùng lãng phí thời gian luôn
sample_2594|Không sao hết nhưng mà điều quan trọng là
sample_189|Kể cả cuốn sách này hay là những cuốn sách Sun chia sẻ ngày hôm nay
sample_6462|k thật sự cần thiết đâu các bạn. Khi ta có nhiều tiền thì ta có thể mua sau cũng được các;;bạn
sample_5157|đó chính là chơi đàn
sample_3855|bạn kiếm được bao nhiêu tiền thì hãy trả lời họ một cách nhẹ nhàng lịch sự tôi cảm thấy đủ và hạnh phúc
sample_4211|hay là vỏ hộp không của những sản phẩm công nghệ
sample_5608|Bạn đang thực hiện 1 dự án
sample_6181|thực hiện lời hứa đó chỉ là chúng ta thực hiện đúng cái deadlines chúng ta đã
sample_5072|đấy chính là việc ngâm chân nước ấm trước khi lên giường này
sample_2734|các bạn có biết lý do vì sao mà mình gần như là không bao giờ cho các bạn xem cái trán mình không
sample_989|nhưng những cái phần mình dành cho nó thì rất là ít, cái phần còn lại
sample_6000|trong tất cả mọi lúc được. Đấy là một cái điều chắc chắn luôn
sample_736|các bạn sẽ không cảm thấy là mình đang làm việc,  mà các bạn đang thực sự tự nguyện và hưởng thụ cái khoảng thời gian mà
sample_3680|ví dụ khi mà chúng ta chia tay 1 mối tình đi một mối tình rất là sâu đậm
sample_6233|trừ khi bạn chấp nhận điều đấy bạn chấp nhận cái việc mà người ta không có tôn trọng sự có mặt của mình. Có lẽ đây
sample_2645|rất là thích hợp cho bạn nào mà thích làm việc ở nhà mà các bạn không muốn makeup quá nhiều bước
sample_3139|Những người bác hay là những người ông, người bà.
sample_2589|Và mình tin chắc là nếu như các bạn thực hiện một,
sample_3841|Hạnh phúc với mình là những điều nho nhỏ hàng ngày
sample_5585|Bạn ở bên cạnh những người tốt thì người ta sẽ giúp bạn tốt hơn lên rất nhiều
sample_6302|bạn gần rằng sẽ tìm được lí tưởng sống của mình nó như thế nào và các bạn sẽ
sample_5628|Chúng ta có nhiều thứ khác để làm
sample_6558|ta mua gì, kiếm tiền như thế nào mà là việc; chúng ta quản lý tiền như vậy sử dụng tiền như vậy;;
sample_2372|thì hôm nay mình sẽ giới thiệu cho các bạn
sample_1609|bạn mong muốn mở một cửa hàng kinh doanh riêng
sample_2218|lời cảm ơn đến tất cả bạn đã rất là yêu thích và; ủng hộ cho kênh PC của sun, và sun thấy rằng là PC;
sample_333|Mình rất là, rất là trân trọng tất cả những tình cảm và các bạn đã gửi cho mình
sample_5932|Kể cả ngày hôm nay các bạn có về muộn như thế nào chăng nữa
sample_158|Để không bỏ lỡ bất cứ video nào của Sun trong thời gian; tới. Hãy bấm nút đăng kí và bật nút chuông
sample_6897|điều đấy là chúng ta đã không cần xin hay phụ thuộc tiền bạc vào ai hết
sample_6666|Việc mua những sản phẩm lưu niệm đôi khi đắt tiền
sample_5226|Chúng ta có thể mệt mỏi vấp ngã, nhưng mà chúng ta sẽ vượt qua nhanh thôi!
sample_7076|Đó k chỉ là 1 điều hp mà còn đáng tự hào
